,nombre_atrezzo,categoria_atrezzo,seccion_atrezzo,descripcion_atrezzo,largo,ancho,alto,imagen_atrezzo
11,FUM32,Artículos de fumador,Cenicero  ,Ceniceros cristal cuadrados pequeños,1,1,1,https://atrezzovazquez.es/admin/img_prod/FUM32/FUM32-720X540.png
12,M32,Mesa,Centro  Salón  ,Mesa centro tapa fibra blanca con flores,107,46,37,https://atrezzovazquez.es/admin/img_prod/M32/M32-1-720x540.png
13,BAD32,Bandejas,,Bandejas plateadas grabadas pequeñas diferentes,1,1,1,https://atrezzovazquez.es/admin/img_prod/BAD32/BAD32-720x540.png
14,BYC32,Atrezzo de bar y cafetería,Bar y cafetería  ,Jarra de cerveza cristal,1,1,1,https://atrezzovazquez.es/admin/img_prod/BYC32/BYC32(BAR32-720x540).png
15,COL32,Atrezzo colegio,Colegio  ,Cuadernos espiral antiguos pequeños,1,1,1,https://atrezzovazquez.es/admin/img_prod/COL32/COL32-720x540.png
16,DES32,Atrezzo despacho,Despacho  Máquinas de escribir  ,Máquina de escribir portátil Consul con su caja,1,1,1,https://atrezzovazquez.es/admin/img_prod/DES32/DES32-720x540.png
17,BA32,Baño,Descatalogado  ,Descatalogado,1,1,1,https://atrezzovazquez.es/admin/img_prod/BA32/LOGOTIPO VAZQUEZ- 720x540.png
18,BEB32,Bebé,,Parque de niño plegable,74,95,75,https://atrezzovazquez.es/admin/img_prod/BEB32/BEB32-720x540.png
19,CST32,Moda y costura,Maniquí  ,Maniquí de sastre pie madera,1,1,1,https://atrezzovazquez.es/admin/img_prod/CST32/CST32 (MOD4)-720x540.png
20,CAR32,Caja registradora,Calculadoras  Despacho  ,Calculadora eléctrica con rollo grande,1,1,1,https://atrezzovazquez.es/admin/img_prod/CAR32/CAR32 (DES123)-720x540.png
21,CRI32,Cristalería,Licoreras  ,Licoreras cristal tallado.,1,1,1,https://atrezzovazquez.es/admin/img_prod/CRI32/CRI32-720x540.png
22,MC32,Macetero,Bambú  Jardín  ,Macetero bambú base hexagonal médula,48,48,73,https://atrezzovazquez.es/admin/img_prod/MC32/MC32-1-720x540.png
23,ME32,Mesilla,Dormitorio  ,Mesilla nogal con puerta y cajón,39,32,73,https://atrezzovazquez.es/admin/img_prod/ME32/ME32-1-720x540.png
24,VET32,Ventilador,,Ventilador de pie blanco 4 pies,1,1,1,https://atrezzovazquez.es/admin/img_prod/VET32/VET32-720x540.png
25,REL32,Reloj,Despacho  Salón  ,Reloj de pared nogal cuadrado números metal,1,1,1,https://atrezzovazquez.es/admin/img_prod/REL32/REL32-720x540.png
26,TEL32,Telefonía,,Teléfono de mesa moderno de teclas con contestador,0,0,0,https://atrezzovazquez.es/admin/img_prod/TEL32/TLF32-720x540.png
27,MYN32,Maletas y neceseres de viaje,Viaje  ,Maleta fibra roja cantonera niquelada,50,40,25,https://atrezzovazquez.es/admin/img_prod/MYN32/MYN32-720x540.png
28,TOC32,Objetos de tocador,Tocador  ,Juego de tocador plateado (7 piezas),0,0,0,https://atrezzovazquez.es/admin/img_prod/TOC32/TOC32-720x540.png
29,JUG32,Juguetes,Juguete  ,Cajas con cintas para proyector Cine Exin,0,0,0,https://atrezzovazquez.es/admin/img_prod/JUG32/JUG32-720x540.png
30,JAR32,Jarrones y jarras,Adorno  Decoración  Salón  ,Jarrón antiguo metal,0,0,0,https://atrezzovazquez.es/admin/img_prod/JAR32/JAR32-720x540.png
31,MYS32,Tocadiscos y altavoces,Electrónica  Musica  Sonido  ,Tocadiscos caja madera Werner,0,0,0,https://atrezzovazquez.es/admin/img_prod/MYS32/MYS32-720x540.png
32,TP32,Tapices y estandartes,Salón  ,Tapiz bordado corrida de toros,140,0,85,https://atrezzovazquez.es/admin/img_prod/TP32/TP32-720x540.png
33,ML32,Librería,Descatalogado  ,descatalogado,0,0,0,https://atrezzovazquez.es/admin/img_prod/ML32/LOGOTIPO VAZQUEZ- 720x540.png
34,MED32,Atrezzo medicina,Hospital  Medicina  ,Frascos de laboratorio antiguos cristal negro,0,0,0,https://atrezzovazquez.es/admin/img_prod/MED32/MED32-720x540.png
35,HOS32,Hospitales,Hospital  Medicina  ,Vitrina de hospital hierro blanca baja,56,36,79,https://atrezzovazquez.es/admin/img_prod/HOS32/HOS32-1-720x540.png
36,VAA32,Atrezzo vario,,Casco antiguo de moto con gafas,0,0,0,https://atrezzovazquez.es/admin/img_prod/VAA32/VAA32-720x540.png
37,RAD32,Radios,,Radio antigua nogal art-decó 2 mandos,1,1,1,https://atrezzovazquez.es/admin/img_prod/RAD32/RAD32-720x540.png
38,SI32,Sillón,Inglesa  Sillería  ,Sillón inglés caoba con marquetería,56,52,104,https://atrezzovazquez.es/admin/img_prod/SI32/SI32-1-720x540.png
39,MV32,Muebles varios,Chifonier  ,Chifonier oscuro 10 cajones,42,47,136,https://atrezzovazquez.es/admin/img_prod/MV32/MV32-1-720x540.png
40,SIL32,Silla,Comedor  ,Silla caoba tallada tapizada terciopelo labrado azul,52,60,102,https://atrezzovazquez.es/admin/img_prod/SIL32/SIL32-1-720x540.png
41,S32,Sofá,Inglesa  Salón  Sillería  ,Sofá inglés caoba con marquetería,136,52,104,https://atrezzovazquez.es/admin/img_prod/S32/S32-1-720x540.png
42,TYV32,Televisores y vídeos,Televisor  ,"Televisión caja blanca Saba 18"" (B/N)",60,30,40,https://atrezzovazquez.es/admin/img_prod/TYV32/TYV32 720x540.png
43,PV32,Pie de vela,Palmatoria  ,Palmatoria de mano de metal con mango,0,0,0,https://atrezzovazquez.es/admin/img_prod/PV32/PV32-720x540.png
44,VI32,Vitrina,Comedor  Salón  ,Vitrina rinconera caoba,53,43,409,https://atrezzovazquez.es/admin/img_prod/VI32/VI32-1-720x540.png
45,PER32,Perchero,Despacho  ,Perchero de pie tubo gris 4 boliches madera,1,1,1,https://atrezzovazquez.es/admin/img_prod/PER32/PER32-720x540.png
46,CDM32,Centro de mesa,,Centro de mesa redondo cobrizado,0,0,0,https://atrezzovazquez.es/admin/img_prod/CDM32/CDM32-720x540.png
47,FIG32,Figuras,Adorno  ,Figura de loza colores rana,0,0,0,https://atrezzovazquez.es/admin/img_prod/FIG32/FIG32-720x540.png
0,PLA32,Playa,Sombrillas  ,Sombrilla de paja (sin soporte),190,190,300,https://atrezzovazquez.es/admin/img_prod/PLA32/PLA32-1-720x540.png
1,REG32,Religión,Iglesia  Religioso  ,Via crucis marco dorado,0,0,0,https://atrezzovazquez.es/admin/img_prod/REG32/REG32-720x540.png
2,RU32,Rural,Rústico  ,Botijo de barro,0,0,0,https://atrezzovazquez.es/admin/img_prod/RU32/RU32-720x540.png
3,MOU32,Mobiliario urbano,Calle  ,Papelera de calle cromada,50,37,86,https://atrezzovazquez.es/admin/img_prod/MOU32/MOU32-2-720x540.png
4,ALF33,Alfombra,Comedor  Salón  ,Alfombra con flecos dibujos fondo azul,260,170,1,https://atrezzovazquez.es/admin/img_prod/ALF33/ALF33-720x540.png
5,AFC33,Alfombra de cama,Dormitorio  ,Alfombrin de cama verde dibujos geometricos,105,60,1,https://atrezzovazquez.es/admin/img_prod/AFC33/AFC33-720x540.png
6,AP33,Aparador,Comedor  Valenciano  ,Vitrina comedor valenciana,107,43,180,https://atrezzovazquez.es/admin/img_prod/AP33/AP33-1-720x540.png
7,AR33,Armario,Descatalogado  ,Descatalogado,0,0,0,https://atrezzovazquez.es/admin/img_prod/AR33/LOGOTIPO VAZQUEZ- 720x540.png
8,BAC33,Banco,Gimnasio  ,Banco de listones pintado marrón,251,34,43,https://atrezzovazquez.es/admin/img_prod/BAC33/BAC33-1-720x540.png
9,BAN33,Banqueta,Dormitorio  Italiano  ,Banqueta italiana negra asiento rojo,65,37,47,https://atrezzovazquez.es/admin/img_prod/BAN33/BAN33-1-720x540.png
10,BAU33,Baul,Almacenaje  Viaje  ,Baúl-maleta lona marrón,63,43,30,https://atrezzovazquez.es/admin/img_prod/BAU33/BAU33-1-720x540.png
11,BIO33,Biombo,Descatalogado  ,Descatalogado,1,1,1,https://atrezzovazquez.es/admin/img_prod/BIO33/LOGOTIPO VAZQUEZ- 720x540.png
12,CA33,Cama,Dormitorio  ,Cabecero decapé blanco barra torneada,101,10,97,https://atrezzovazquez.es/admin/img_prod/CA33/CA33-720x540.png
13,CO33,Cocinas,Varios cocina  ,Fregadero de cocina de acero inoxidable 2 senos,80,44,15,https://atrezzovazquez.es/admin/img_prod/CO33/CO33-720x540.png
14,COM33,Comoda,Comodín  Dormitorio  Frances  ,Comodín francés pintado crema 3 cajones,86,40,73,https://atrezzovazquez.es/admin/img_prod/COM33/COM33-1-720x540.png
15,CON33,Consola,Recibidor  Valenciano  ,Consola valenciana pintada oro,69,39,83,https://atrezzovazquez.es/admin/img_prod/CON33/CON33-1-720x540.png
16,CU33,Cuadro,Paisaje  ,Cuadro marco dorado tallado óleo marina,120,10,90,https://atrezzovazquez.es/admin/img_prod/CU33/CU33-720x540.png
17,ANU33,Carteles y anuncios,Bar y cafetería  ,Cartel chapa shweppes,5,1,15,https://atrezzovazquez.es/admin/img_prod/ANU33/ANU33-720x540.png
18,ESP33,Espejo,Comedor  ,Espejo marco nogal de aparador con estante,138,25,45,https://atrezzovazquez.es/admin/img_prod/ESP33/ESP33-720x540.png
19,ES33,Estanteria,Dormitorio  Salón  ,Estantería baja oscura,79,39,79,https://atrezzovazquez.es/admin/img_prod/ES33/ES33-720x540.png
20,EST33,Estufa,Calefaccion  ,Placa de calor electrica con ruedas,71,17,54,https://atrezzovazquez.es/admin/img_prod/EST33/EST33-1-720x540.png
21,ESTAT33,Estatua,Religioso  ,Estatua imagen Virgen con Niño de resina,15,12,53,https://atrezzovazquez.es/admin/img_prod/ESTAT33/ESTAT33-1-720x540.png
22,F33,Fichero,Despacho  ,Fichero armario metálico gris 2 puertas plegables,120,45,205,https://atrezzovazquez.es/admin/img_prod/F33/F33-1-720x540.png
23,MUS33,Instrumentos musicales,Musica  ,Tambor cilíndrico,1,1,1,https://atrezzovazquez.es/admin/img_prod/MUS33/MUS33 (INM20)-720x540.png
24,ADO33,Adornos,Despacho  Salón  ,Maqueta hierro avión con peana,1,1,1,https://atrezzovazquez.es/admin/img_prod/ADO33/ADO33-720x540.png
25,DPT33,Deporte,Bicicleta  ,Bicicleta de montaña negra,170,15,100,https://atrezzovazquez.es/admin/img_prod/DPT33/DPT33 (BIC5)-720x540.png
26,LAM33,Lámpara,Lámpara de mesa  Salón  ,Lámpara de mesa loza negra bola,1,1,1,https://atrezzovazquez.es/admin/img_prod/LAM33/LAM33-720x540.png
27,FUM33,Artículos de fumador,Cenicero  ,Ceniceros cristal redondos,1,1,1,https://atrezzovazquez.es/admin/img_prod/FUM33/FUM33-720X540.png
28,M33,Mesa,Centro  Salón  ,Mesa velador caoba tapa aplicaciones metal,50,50,58,https://atrezzovazquez.es/admin/img_prod/M33/M33-1-720x540.png
29,BAD33,Bandejas,,Bandejas plateadas grabadas y caoba diferentes,1,1,1,https://atrezzovazquez.es/admin/img_prod/BAD33/BAD33-720x540.png
30,BYC33,Atrezzo de bar y cafetería,Bar y cafetería  ,Jarras de loza de cerveza,1,1,1,https://atrezzovazquez.es/admin/img_prod/BYC33/BYC33(BAR33-720x540).png
31,COL33,Atrezzo colegio,Colegio  ,Cuaderno láminas dibujo antiguo,1,1,1,https://atrezzovazquez.es/admin/img_prod/COL33/COL33-720x540.png
32,DES33,Atrezzo despacho,Despacho  Máquinas de escribir  ,Máquina de escribir portátil con caja jaspeada,1,1,1,https://atrezzovazquez.es/admin/img_prod/DES33/DES33-720x540.png
33,BA33,Baño,Lavabo  ,Lavabo redondo de pared,45,46,10,https://atrezzovazquez.es/admin/img_prod/BA33/BA33-720x540.png
34,BEB33,Bebé,Descatalogado  ,Descatalogado,1,1,1,https://atrezzovazquez.es/admin/img_prod/BEB33/LOGOTIPO VAZQUEZ- 720x540.png
35,CST33,Moda y costura,Maniquí  Tienda  ,Maniquí de tienda de hombre,1,1,1,https://atrezzovazquez.es/admin/img_prod/CST33/CST033-2 (MOD5-2)-720x540.png
36,CRI33,Cristalería,Licoreras  ,Licoreras cristal antiguas.,1,1,1,https://atrezzovazquez.es/admin/img_prod/CRI33/CRI33-720x540.png
37,MC33,Macetero,Jardín  ,Macetero pletina hierro negro 3 patas,37,37,101,https://atrezzovazquez.es/admin/img_prod/MC33/MC33-1-720x540.png
38,ME33,Mesilla,Dormitorio  ,Mesilla recta clara puerta marquetería,40,30,70,https://atrezzovazquez.es/admin/img_prod/ME33/ME33-1-720x540.png
39,VET33,Ventilador,Aire acondicionado  ,Rejilla exterior para aire acondicionado,35,5,66,https://atrezzovazquez.es/admin/img_prod/VET33/VET33-720x540.png
40,REL33,Reloj,Salón  ,Reloj de pared nogal tallado con copete,1,1,1,https://atrezzovazquez.es/admin/img_prod/REL33/REL33-1-720x540.png
41,TEL33,Telefonía,,Teléfono antiguo de baquelita de mesa de disco blanco,0,0,0,https://atrezzovazquez.es/admin/img_prod/TEL33/TEL33-720x540.png
